file_path,yaw
images/1761930859407422.jpg,-0.0
images/1761930978939591.jpg,-0.275301
images/1761930869104061.jpg,-0.0
images/1761930827266431.jpg,-0.250453
images/1761930980085536.jpg,-0.542459
images/1761930964369000.jpg,-0.0
images/1761930838365105.jpg,-0.0
images/1761930903013763.jpg,-0.0
images/1761930892493604.jpg,-0.0
images/1761930961820113.jpg,-0.0
images/1761930821243911.jpg,-0.319388
images/1761930831015011.jpg,-0.0
images/1761930951674196.jpg,-0.25521
images/1761930959421651.jpg,-0.0
images/1761930948551200.jpg,-0.0
images/1761930972546805.jpg,-0.539074
images/1761930902663754.jpg,-0.073828
images/1761930923081805.jpg,-0.0
images/1761930912440068.jpg,-0.0
images/1761930907362595.jpg,-0.0
images/1761930815320769.jpg,-0.0
images/1761930981834813.jpg,-0.539056
images/1761930895195067.jpg,-0.0
images/1761930858658009.jpg,-0.0
images/1761930851432935.jpg,-0.0
images/1761930891243087.jpg,0.340337
images/1761930922906365.jpg,-0.0
images/1761930966865688.jpg,-0.0
images/1761930891895417.jpg,-0.0
images/1761930981788808.jpg,-0.622595
images/1761930948301419.jpg,-0.0
images/1761930815570846.jpg,-0.0
images/1761930955369477.jpg,-0.0
images/1761930939350423.jpg,-0.0
images/1761930832514807.jpg,-0.0
images/1761930955494564.jpg,-0.0
images/1761930861603851.jpg,-0.0
images/1761930805477922.jpg,-0.0
images/1761930906662470.jpg,-0.622595
images/1761930923584666.jpg,-0.0
images/1761930837637657.jpg,-0.0
images/1761930987732807.jpg,-0.221978
images/1761930938400784.jpg,-0.0
images/1761930955744305.jpg,-0.334347
images/1761930824795017.jpg,-0.295152
images/1761930823945557.jpg,-0.0
images/1761930807203862.jpg,0.510267
images/1761930828066090.jpg,-0.0
images/1761930989160621.jpg,-0.0
images/1761930914234523.jpg,-0.301717
images/1761930854106649.jpg,-0.0
images/1761930961995103.jpg,-0.0
images/1761930966044742.jpg,-0.0
images/1761930931478839.jpg,-0.0
images/1761930881796550.jpg,-0.0
images/1761930828866264.jpg,-0.0
images/1761930964866337.jpg,-0.0
images/1761930877248185.jpg,-0.0
images/1761930823892708.jpg,-0.0
images/1761930936352162.jpg,-0.39921
images/1761930815121014.jpg,-0.0
images/1761930892242617.jpg,-0.0
images/1761930890072408.jpg,-0.0
images/1761930871579197.jpg,-0.0
images/1761930872599935.jpg,-0.0
images/1761930805274488.jpg,-0.0
images/1761930835216815.jpg,-0.32272
images/1761930812225673.jpg,-0.0
images/1761930867726945.jpg,-0.542628
images/1761930881996333.jpg,-0.0
images/1761930931378555.jpg,-0.0
images/1761930812147116.jpg,-0.0
images/1761930835941423.jpg,-0.0
images/1761930931253348.jpg,-0.0
images/1761930833789884.jpg,-0.0
images/1761930983711477.jpg,-0.0
images/1761930895895136.jpg,-0.0
images/1761930841236268.jpg,-0.0
images/1761930934954665.jpg,-0.415716
images/1761930897015941.jpg,-0.0
images/1761930838965436.jpg,-0.0
images/1761930868026794.jpg,-0.542628
images/1761930988357395.jpg,-0.689234
images/1761930841935988.jpg,-0.0
images/1761930983065552.jpg,-0.501107
images/1761930878897442.jpg,-0.0
images/1761930942974086.jpg,-0.0
images/1761930916562935.jpg,-0.519304
images/1761930889322727.jpg,-0.0
images/1761930870225781.jpg,-0.555956
images/1761930906690581.jpg,-0.622595
images/1761930887747875.jpg,-0.0
images/1761930935930469.jpg,-0.0
images/1761930972167068.jpg,-0.417562
images/1761930876623418.jpg,-0.0
images/1761930816824517.jpg,-0.0
images/1761930809851962.jpg,-0.0
images/1761930883246022.jpg,0.060573
images/1761930873328682.jpg,-0.0
images/1761930877598122.jpg,-0.0
images/1761930873249719.jpg,-0.0
images/1761930977165119.jpg,-0.008131
images/1761930829968683.jpg,-0.0
images/1761930907012254.jpg,-0.038198
images/1761930875474020.jpg,-0.0
images/1761930951122682.jpg,-0.0
images/1761930894391935.jpg,-0.0
images/1761930944073671.jpg,-0.0
images/1761930949525220.jpg,-0.0
images/1761930939428649.jpg,-0.0
images/1761930827470173.jpg,-0.695897
images/1761930858679919.jpg,-0.0
images/1761930842964222.jpg,-0.0
images/1761930983011981.jpg,-0.334219
images/1761930864152881.jpg,-0.0
images/1761930945873678.jpg,-0.162082
images/1761930840041887.jpg,-0.0
images/1761930888294185.jpg,-0.366035
images/1761930810197849.jpg,-0.0
images/1761930943848792.jpg,-0.0
images/1761930844214716.jpg,-0.0
images/1761930966018234.jpg,-0.0
images/1761930961367278.jpg,-0.0
images/1761930878373129.jpg,-0.0
images/1761930877424292.jpg,-0.0
images/1761930867378752.jpg,-0.446002
images/1761930893916902.jpg,-0.05863
images/1761930926905411.jpg,-0.0
images/1761930816245456.jpg,-0.0
images/1761930863003415.jpg,-0.166935
images/1761930952895756.jpg,-0.0
images/1761930954744819.jpg,-0.0
images/1761930826891735.jpg,-0.0
images/1761930884170575.jpg,-0.0
images/1761930881096655.jpg,-0.0
images/1761930858754990.jpg,-0.0
images/1761930875024044.jpg,-0.0
images/1761930928954199.jpg,-0.0
images/1761930958868566.jpg,-0.0
images/1761930959967834.jpg,-0.0
images/1761930844760367.jpg,-0.0
images/1761930951999282.jpg,-0.0
images/1761930868080897.jpg,-0.542628
images/1761930847659062.jpg,-0.0
images/1761930954674583.jpg,-0.0
images/1761930809324582.jpg,-0.0
images/1761930928254499.jpg,-0.121953
images/1761930948972066.jpg,-0.0
images/1761930894017066.jpg,-0.0
images/1761930939804219.jpg,-0.0
images/1761930843361241.jpg,-0.0
images/1761930953945442.jpg,-0.0
images/1761930940950044.jpg,-0.0
images/1761930829765613.jpg,-0.502645
images/1761930952270757.jpg,-0.0
images/1761930959943022.jpg,-0.0
images/1761930822918035.jpg,-0.195432
images/1761930969514403.jpg,-0.0
images/1761930896516013.jpg,-0.0
images/1761930969839135.jpg,-0.0
images/1761930963191669.jpg,-0.0
images/1761930878647687.jpg,-0.0
images/1761930969589325.jpg,-0.0
images/1761930988982336.jpg,-0.0
images/1761930811797275.jpg,-0.0
images/1761930955594546.jpg,-0.0
images/1761930973637911.jpg,-0.0
images/1761930936726268.jpg,-0.0
images/1761930840936600.jpg,-0.0
images/1761930830265292.jpg,-0.0
images/1761930908486741.jpg,-0.69923
images/1761930912360561.jpg,-0.0
images/1761930889471439.jpg,-0.0
images/1761930870275768.jpg,-0.389003
images/1761930981235037.jpg,-0.0
images/1761930918312310.jpg,-0.0
images/1761930889768649.jpg,-0.0
images/1761930906037634.jpg,-0.0
images/1761930908736606.jpg,-0.114578
images/1761930916837183.jpg,-0.281624
images/1761930828095026.jpg,-0.0
images/1761930883220970.jpg,0.144027
images/1761930935276974.jpg,-0.0
images/1761930846309386.jpg,-0.0
images/1761930954922911.jpg,-0.0
images/1761930942927342.jpg,-0.0
images/1761930978486134.jpg,-0.33377
images/1761930859804684.jpg,-0.0
images/1761930814146647.jpg,-0.0
images/1761930949146788.jpg,-0.0
images/1761930865855180.jpg,-0.475989
images/1761930883948766.jpg,0.000479
images/1761930972666760.jpg,-0.204894
images/1761930809698357.jpg,-0.0
images/1761930907536994.jpg,-0.0
